Year,State,County,State FIPS Code,County FIPS Code,Combined FIPS Code,Birth Rate,Lower Confidence Limit,Upper Confidence Limit
2012,Georgia,Gilmer,13,123,13123,53.076176,46.752453,59.873794
2013,Georgia,Gilmer,13,123,13123,50.486859,44.176389,57.291164
2014,Georgia,Gilmer,13,123,13123,47.704813,41.331767,54.617025
2015,Georgia,Gilmer,13,123,13123,45.248634,38.614074,52.524558
2003,Georgia,Glascock,13,125,13125,36.523326,26.472215,48.517352
2004,Georgia,Glascock,13,125,13125,37.403601,27.355744,49.273019
2005,Georgia,Glascock,13,125,13125,38.103621,28.080648,49.844654
2006,Georgia,Glascock,13,125,13125,40.87397,30.329173,53.133193
2007,Georgia,Glascock,13,125,13125,43.545026,32.484623,56.328977
2008,Georgia,Glascock,13,125,13125,44.445922,33.259642,57.334658
2009,Georgia,Glascock,13,125,13125,44.062744,33.008883,56.787245
2010,Georgia,Glascock,13,125,13125,42.049517,31.472306,54.24097
2011,Georgia,Glascock,13,125,13125,40.711925,30.402999,52.62431
2012,Georgia,Glascock,13,125,13125,40.181718,29.906119,52.097781
2013,Georgia,Glascock,13,125,13125,37.736452,27.935226,49.170523
2014,Georgia,Glascock,13,125,13125,35.962016,26.439571,47.157841
2015,Georgia,Glascock,13,125,13125,34.367508,25.052026,45.430293
2003,Georgia,Glynn,13,127,13127,65.049418,58.716633,71.746029
2004,Georgia,Glynn,13,127,13127,65.00139,59.482201,70.79689
2005,Georgia,Glynn,13,127,13127,66.40279,61.085496,71.97888
2006,Georgia,Glynn,13,127,13127,71.508126,65.983329,77.292696
2007,Georgia,Glynn,13,127,13127,73.662554,68.069919,79.512472
2008,Georgia,Glynn,13,127,13127,70.594294,65.191793,76.248027
2009,Georgia,Glynn,13,127,13127,68.458216,63.154129,74.013587
2010,Georgia,Glynn,13,127,13127,62.783391,57.780779,68.03292
2011,Georgia,Glynn,13,127,13127,57.230219,52.503469,62.200944
2012,Georgia,Glynn,13,127,13127,53.515584,48.919834,58.358503
2013,Georgia,Glynn,13,127,13127,49.049104,44.614796,53.733269
2014,Georgia,Glynn,13,127,13127,44.57218,40.199268,49.206933
2015,Georgia,Glynn,13,127,13127,41.983147,37.274089,47.023056
2003,Georgia,Gordon,13,129,13129,81.157638,72.797998,90.02763
2004,Georgia,Gordon,13,129,13129,79.952562,72.72354,87.564588
2005,Georgia,Gordon,13,129,13129,77.435122,70.813653,84.39921
2006,Georgia,Gordon,13,129,13129,78.034738,71.552243,84.845099
2007,Georgia,Gordon,13,129,13129,75.947551,69.670748,82.541877
2008,Georgia,Gordon,13,129,13129,69.459643,63.654537,75.562986
2009,Georgia,Gordon,13,129,13129,61.110115,55.860043,66.639654
2010,Georgia,Gordon,13,129,13129,54.303943,49.485933,59.390469
2011,Georgia,Gordon,13,129,13129,52.21846,47.444422,57.269952
2012,Georgia,Gordon,13,129,13129,49.018202,44.369646,53.946069
2013,Georgia,Gordon,13,129,13129,45.686921,41.134819,50.523281
2014,Georgia,Gordon,13,129,13129,42.348728,37.797424,47.201648
2015,Georgia,Gordon,13,129,13129,39.124702,34.361712,44.25824
2003,Georgia,Grady,13,131,13131,84.37236,74.246695,95.229146
2004,Georgia,Grady,13,131,13131,85.106392,75.959363,94.826319
2005,Georgia,Grady,13,131,13131,83.96769,75.429319,93.025682
2006,Georgia,Grady,13,131,13131,88.100684,79.463523,97.25
2007,Georgia,Grady,13,131,13131,88.094103,79.541097,97.152155
2008,Georgia,Grady,13,131,13131,85.051678,76.708579,93.897157
2009,Georgia,Grady,13,131,13131,79.469685,71.499756,87.93514
2010,Georgia,Grady,13,131,13131,72.964024,65.417817,80.999741
2011,Georgia,Grady,13,131,13131,68.189585,60.893737,75.975491
2012,Georgia,Grady,13,131,13131,64.119791,56.983567,71.748376
2013,Georgia,Grady,13,131,13131,58.840304,51.908423,66.276197
2014,Georgia,Grady,13,131,13131,54.225996,47.325208,61.674722
2015,Georgia,Grady,13,131,13131,51.440948,44.174943,59.378996
2003,Georgia,Greene,13,133,13133,52.984204,44.414737,62.465784
2004,Georgia,Greene,13,133,13133,53.398645,45.368217,62.187752
2005,Georgia,Greene,13,133,13133,53.261361,45.630471,61.571302
2006,Georgia,Greene,13,133,13133,56.702074,48.846274,65.232263
2007,Georgia,Greene,13,133,13133,58.797699,50.779713,67.494002
2008,Georgia,Greene,13,133,13133,58.898993,50.878658,67.599751
2009,Georgia,Greene,13,133,13133,57.033405,49.169736,65.577867
2010,Georgia,Greene,13,133,13133,52.548386,45.123002,60.640143
2011,Georgia,Greene,13,133,13133,49.257728,42.072178,57.115126
2012,Georgia,Greene,13,133,13133,47.928372,40.669974,55.895674
2013,Georgia,Greene,13,133,13133,45.283634,38.092886,53.221529
2014,Georgia,Greene,13,133,13133,43.0813,35.833293,51.151596
2015,Georgia,Greene,13,133,13133,41.058729,33.657466,49.399433
2003,Georgia,Gwinnett,13,135,13135,37.908887,35.766825,40.116623
2004,Georgia,Gwinnett,13,135,13135,38.870132,36.929827,40.865447
2005,Georgia,Gwinnett,13,135,13135,39.62724,37.713217,41.594045
2006,Georgia,Gwinnett,13,135,13135,41.211065,39.281788,43.191586
2007,Georgia,Gwinnett,13,135,13135,37.747072,35.95747,39.584518
2008,Georgia,Gwinnett,13,135,13135,35.452109,33.749873,37.200983
2009,Georgia,Gwinnett,13,135,13135,30.449181,28.920012,32.022593
2010,Georgia,Gwinnett,13,135,13135,26.003343,24.633237,27.415877
2011,Georgia,Gwinnett,13,135,13135,22.163949,20.944549,23.423144
2012,Georgia,Gwinnett,13,135,13135,20.191638,19.052335,21.369323
2013,Georgia,Gwinnett,13,135,13135,18.498406,17.432768,19.601068
2014,Georgia,Gwinnett,13,135,13135,17.239242,16.213811,18.301324
2015,Georgia,Gwinnett,13,135,13135,16.047923,14.96011,17.177858
2003,Georgia,Habersham,13,137,13137,65.224861,57.429083,73.59734
2004,Georgia,Habersham,13,137,13137,65.638174,58.648038,73.074491
2005,Georgia,Habersham,13,137,13137,63.855238,57.438057,70.669328
2006,Georgia,Habersham,13,137,13137,65.431446,59.078005,72.170247
2007,Georgia,Habersham,13,137,13137,66.298063,59.960234,73.016044
2008,Georgia,Habersham,13,137,13137,63.878405,57.745278,70.383196
2009,Georgia,Habersham,13,137,13137,58.97382,53.183357,65.126999
2010,Georgia,Habersham,13,137,13137,51.409548,46.186992,56.974284
2011,Georgia,Habersham,13,137,13137,45.496999,40.701906,50.618307
2012,Georgia,Habersham,13,137,13137,42.300388,37.680328,47.242476
2013,Georgia,Habersham,13,137,13137,38.212636,33.830801,42.911233
2014,Georgia,Habersham,13,137,13137,35.354572,31.006444,40.040774
2015,Georgia,Habersham,13,137,13137,33.154535,28.616891,38.102483
2003,Georgia,Hall,13,139,13139,69.66486,64.414696,75.135723
2004,Georgia,Hall,13,139,13139,69.159096,64.586753,73.906372
2005,Georgia,Hall,13,139,13139,66.964532,62.648908,71.444707
2006,Georgia,Hall,13,139,13139,67.319154,63.035896,71.763352
2007,Georgia,Hall,13,139,13139,66.142165,61.968105,70.471172
2008,Georgia,Hall,13,139,13139,63.545174,59.516052,67.725375
2009,Georgia,Hall,13,139,13139,57.816994,54.058642,61.721038
2010,Georgia,Hall,13,139,13139,52.279797,48.779615,55.922103
2011,Georgia,Hall,13,139,13139,47.554465,44.263615,50.98531
2012,Georgia,Hall,13,139,13139,43.227557,40.135167,46.456566
2013,Georgia,Hall,13,139,13139,37.815971,34.992165,40.770511
2014,Georgia,Hall,13,139,13139,35.337527,32.550868,38.257936
2015,Georgia,Hall,13,139,13139,33.165144,30.158566,36.334937
2003,Georgia,Hancock,13,141,13141,53.663371,44.018597,64.456036
2004,Georgia,Hancock,13,141,13141,53.462151,44.406604,63.482053
2005,Georgia,Hancock,13,141,13141,52.004932,43.552036,61.300254
2006,Georgia,Hancock,13,141,13141,53.296811,44.867901,62.532322
2007,Georgia,Hancock,13,141,13141,53.888735,45.466027,63.105541
2008,Georgia,Hancock,13,141,13141,52.009239,43.831382,60.969667
2009,Georgia,Hancock,13,141,13141,48.887863,41.044254,57.509059
2010,Georgia,Hancock,13,141,13141,44.373079,37.025346,52.488176
2011,Georgia,Hancock,13,141,13141,41.613037,34.457295,49.560984
2012,Georgia,Hancock,13,141,13141,40.001913,32.815641,48.040397
2013,Georgia,Hancock,13,141,13141,37.103703,30.092407,45.021424
2014,Georgia,Hancock,13,141,13141,34.846541,27.903644,42.775054
2015,Georgia,Hancock,13,141,13141,32.562458,25.705181,40.49309
2003,Georgia,Haralson,13,143,13143,64.471189,56.018732,73.621247
2004,Georgia,Haralson,13,143,13143,63.775683,56.265815,71.819288
2005,Georgia,Haralson,13,143,13143,61.53049,54.729171,68.790397
2006,Georgia,Haralson,13,143,13143,63.860701,57.074798,71.092121
2007,Georgia,Haralson,13,143,13143,64.625606,57.868505,71.824202
2008,Georgia,Haralson,13,143,13143,63.033874,56.438921,70.063428
2009,Georgia,Haralson,13,143,13143,61.416394,54.910914,68.359929
2010,Georgia,Haralson,13,143,13143,57.361049,51.147451,64.00571
2011,Georgia,Haralson,13,143,13143,54.656697,48.561107,61.188363
2012,Georgia,Haralson,13,143,13143,51.11054,45.199451,57.454408
2013,Georgia,Haralson,13,143,13143,46.122736,40.508392,52.165149
2014,Georgia,Haralson,13,143,13143,42.67528,37.090693,48.723801
2015,Georgia,Haralson,13,143,13143,39.964434,34.172514,46.314298
2003,Georgia,Harris,13,145,13145,29.11094,24.403253,34.341556
2004,Georgia,Harris,13,145,13145,28.756899,24.472916,33.460995
2005,Georgia,Harris,13,145,13145,28.147754,24.201047,32.454001
2006,Georgia,Harris,13,145,13145,29.525975,25.573975,33.819023
2007,Georgia,Harris,13,145,13145,30.360137,26.413634,34.636696
2008,Georgia,Harris,13,145,13145,30.277078,26.385394,34.491448
2009,Georgia,Harris,13,145,13145,29.498476,25.68748,33.628575
2010,Georgia,Harris,13,145,13145,26.823219,23.27795,30.67504
2011,Georgia,Harris,13,145,13145,24.947103,21.540313,28.660411
2012,Georgia,Harris,13,145,13145,23.370545,20.049834,27.002997
2013,Georgia,Harris,13,145,13145,21.367729,18.170364,24.884007
2014,Georgia,Harris,13,145,13145,19.752479,16.602529,23.244503
2015,Georgia,Harris,13,145,13145,18.327887,15.166837,21.87709
2003,Georgia,Hart,13,147,13147,49.564648,42.10587,57.760759
2004,Georgia,Hart,13,147,13147,48.873858,42.126697,56.210181
2005,Georgia,Hart,13,147,13147,47.633708,41.432022,54.342027
2006,Georgia,Hart,13,147,13147,50.050702,43.804164,56.785257
2007,Georgia,Hart,13,147,13147,52.397028,46.044281,59.232159
2008,Georgia,Hart,13,147,13147,53.028695,46.662769,59.87624
2009,Georgia,Hart,13,147,13147,50.85128,44.692773,57.482908
2010,Georgia,Hart,13,147,13147,45.421464,39.768934,51.524707
2011,Georgia,Hart,13,147,13147,42.124172,36.703291,47.992978
2012,Georgia,Hart,13,147,13147,40.729631,35.278631,46.649689
2013,Georgia,Hart,13,147,13147,37.48777,32.199395,43.260262
2014,Georgia,Hart,13,147,13147,35.525668,30.172674,41.412906
2015,Georgia,Hart,13,147,13147,33.104466,27.67715,39.147447
2003,Georgia,Heard,13,149,13149,52.005021,43.004612,62.059669
2004,Georgia,Heard,13,149,13149,51.719693,43.389144,60.917063
2005,Georgia,Heard,13,149,13149,51.96817,44.061043,60.634335
2006,Georgia,Heard,13,149,13149,56.098191,47.961151,64.967523
2007,Georgia,Heard,13,149,13149,58.39115,50.176895,67.31939
2008,Georgia,Heard,13,149,13149,58.159309,50.098157,66.910811
2009,Georgia,Heard,13,149,13149,56.220285,48.401671,64.714971
2010,Georgia,Heard,13,149,13149,52.366489,44.945518,60.448606
2011,Georgia,Heard,13,149,13149,50.081693,42.767675,58.07421
2012,Georgia,Heard,13,149,13149,48.31111,40.978568,56.35581
2013,Georgia,Heard,13,149,13149,43.99315,36.96459,51.754527
2014,Georgia,Heard,13,149,13149,39.874506,33.103072,47.421151
2015,Georgia,Heard,13,149,13149,36.89282,30.170663,44.480027
2003,Georgia,Henry,13,151,13151,40.908581,37.185099,44.835619
2004,Georgia,Henry,13,151,13151,39.251961,36.149135,42.504528
2005,Georgia,Henry,13,151,13151,37.068418,34.27577,39.99299
2006,Georgia,Henry,13,151,13151,37.062019,34.353188,39.89489
2007,Georgia,Henry,13,151,13151,35.009991,32.479645,37.654195
2008,Georgia,Henry,13,151,13151,34.317243,31.859072,36.88542
2009,Georgia,Henry,13,151,13151,32.992808,30.622325,35.470368
2010,Georgia,Henry,13,151,13151,28.667157,26.542497,30.891854
2011,Georgia,Henry,13,151,13151,24.601999,22.71079,26.585938
2012,Georgia,Henry,13,151,13151,23.08802,21.271471,24.99593
2013,Georgia,Henry,13,151,13151,21.318952,19.588824,23.138938
2014,Georgia,Henry,13,151,13151,20.260974,18.521983,22.092762
2015,Georgia,Henry,13,151,13151,18.959614,17.090968,20.942415
2003,Georgia,Houston,13,153,13153,42.797607,38.838258,46.974544
2004,Georgia,Houston,13,153,13153,44.359008,40.804621,48.085045
2005,Georgia,Houston,13,153,13153,45.922315,42.43228,49.577307
2006,Georgia,Houston,13,153,13153,47.900176,44.346592,51.617844
2007,Georgia,Houston,13,153,13153,47.862213,44.328734,51.557764
2008,Georgia,Houston,13,153,13153,46.056229,42.638268,49.631804
2009,Georgia,Houston,13,153,13153,44.637294,41.286352,48.145708
2010,Georgia,Houston,13,153,13153,40.091236,37.007184,43.325087
2011,Georgia,Houston,13,153,13153,37.487638,34.53572,40.587353
2012,Georgia,Houston,13,153,13153,34.690651,31.865147,37.662821
2013,Georgia,Houston,13,153,13153,31.37866,28.710017,34.191275
2014,Georgia,Houston,13,153,13153,28.827093,26.183738,31.620108
2015,Georgia,Houston,13,153,13153,26.453018,23.647551,29.445364
2003,Georgia,Irwin,13,155,13155,59.992593,49.609805,71.554879
2004,Georgia,Irwin,13,155,13155,59.934225,50.202649,70.653009
2005,Georgia,Irwin,13,155,13155,59.094988,49.916393,69.146825
2006,Georgia,Irwin,13,155,13155,61.514628,52.24723,71.63009
2007,Georgia,Irwin,13,155,13155,63.45544,54.044877,73.713601
2008,Georgia,Irwin,13,155,13155,62.121843,52.898284,72.184628
2009,Georgia,Irwin,13,155,13155,59.887481,50.883829,69.728521
2010,Georgia,Irwin,13,155,13155,55.691797,47.113941,65.098144
2011,Georgia,Irwin,13,155,13155,52.697666,44.31754,61.924704
2012,Georgia,Irwin,13,155,13155,51.056968,42.638509,60.366533
2013,Georgia,Irwin,13,155,13155,47.016878,38.902771,56.049362
2014,Georgia,Irwin,13,155,13155,44.347142,36.276469,53.414566
2015,Georgia,Irwin,13,155,13155,41.559557,33.538675,50.677608
2003,Georgia,Jackson,13,157,13157,66.008924,58.469658,74.077516
2004,Georgia,Jackson,13,157,13157,64.347072,57.83472,71.255671
2005,Georgia,Jackson,13,157,13157,60.737191,54.950357,66.865749
2006,Georgia,Jackson,13,157,13157,59.95299,54.416121,65.811322
2007,Georgia,Jackson,13,157,13157,57.116662,51.892892,62.641907
2008,Georgia,Jackson,13,157,13157,52.212586,47.388476,57.319832
2009,Georgia,Jackson,13,157,13157,46.42339,42.023227,51.090664
2010,Georgia,Jackson,13,157,13157,40.724942,36.734853,44.967486
2011,Georgia,Jackson,13,157,13157,36.545341,32.82304,40.51338
2012,Georgia,Jackson,13,157,13157,34.09247,30.470987,37.961898
2013,Georgia,Jackson,13,157,13157,30.983814,27.518687,34.695319
2014,Georgia,Jackson,13,157,13157,28.893232,25.415791,32.63641
2015,Georgia,Jackson,13,157,13157,27.358764,23.682159,31.361878
2003,Georgia,Jasper,13,159,13159,48.37357,40.190125,57.487537
2004,Georgia,Jasper,13,159,13159,48.117289,40.552502,56.442195
2005,Georgia,Jasper,13,159,13159,48.330896,41.137779,56.193188
2006,Georgia,Jasper,13,159,13159,51.335513,43.986408,59.336701
2007,Georgia,Jasper,13,159,13159,53.007557,45.576307,61.084759
2008,Georgia,Jasper,13,159,13159,52.31537,44.997776,60.272172
2009,Georgia,Jasper,13,159,13159,49.661216,42.61863,57.333217
2010,Georgia,Jasper,13,159,13159,45.145226,38.557479,52.347117
2011,Georgia,Jasper,13,159,13159,41.427998,35.15022,48.32091
2012,Georgia,Jasper,13,159,13159,38.49182,32.395265,45.219645
2013,Georgia,Jasper,13,159,13159,34.695933,28.903621,41.133807
2014,Georgia,Jasper,13,159,13159,32.090935,26.412905,38.460279
2015,Georgia,Jasper,13,159,13159,30.050025,24.371664,36.499957
2003,Georgia,Jeff Davis,13,161,13161,92.817404,80.022569,106.691169
2004,Georgia,Jeff Davis,13,161,13161,92.303858,80.762336,104.689178
2005,Georgia,Jeff Davis,13,161,13161,90.640634,79.990489,102.023558
2006,Georgia,Jeff Davis,13,161,13161,93.841923,83.262423,105.126043
2007,Georgia,Jeff Davis,13,161,13161,96.178844,85.582614,107.470647
2008,Georgia,Jeff Davis,13,161,13161,95.391971,84.950279,106.519134
2009,Georgia,Jeff Davis,13,161,13161,91.815692,81.650803,102.661604
2010,Georgia,Jeff Davis,13,161,13161,84.46293,74.857028,94.737063
2011,Georgia,Jeff Davis,13,161,13161,78.184849,68.954699,88.085122
2012,Georgia,Jeff Davis,13,161,13161,74.426918,65.243805,84.305544
2013,Georgia,Jeff Davis,13,161,13161,68.528846,59.592482,78.182567
2014,Georgia,Jeff Davis,13,161,13161,64.087338,55.118228,73.845237
2015,Georgia,Jeff Davis,13,161,13161,59.535093,50.407336,69.582757
2003,Georgia,Jefferson,13,163,13163,71.375194,61.431763,82.183814
2004,Georgia,Jefferson,13,163,13163,69.125874,60.33192,78.59474
2005,Georgia,Jefferson,13,163,13163,68.412601,60.203531,77.213528
2006,Georgia,Jefferson,13,163,13163,73.339189,64.858934,82.414589
2007,Georgia,Jefferson,13,163,13163,77.520247,68.736534,86.911841
2008,Georgia,Jefferson,13,163,13163,77.354804,68.580389,86.742208
2009,Georgia,Jefferson,13,163,13163,73.460151,64.963708,82.567353
2010,Georgia,Jefferson,13,163,13163,66.432997,58.488988,74.972942
2011,Georgia,Jefferson,13,163,13163,61.749703,54.068593,70.031421
2012,Georgia,Jefferson,13,163,13163,58.381395,50.778334,66.604455
2013,Georgia,Jefferson,13,163,13163,52.952876,45.615279,60.937482
2014,Georgia,Jefferson,13,163,13163,48.415506,41.182305,56.355783
2015,Georgia,Jefferson,13,163,13163,44.635721,37.345702,52.742419
2003,Georgia,Jenkins,13,165,13165,73.366083,61.223921,86.79815
2004,Georgia,Jenkins,13,165,13165,73.203697,61.893394,85.585467
2005,Georgia,Jenkins,13,165,13165,72.300614,61.638699,83.913808
2006,Georgia,Jenkins,13,165,13165,73.664822,63.149876,85.082508
2007,Georgia,Jenkins,13,165,13165,73.997188,63.608764,85.263634
2008,Georgia,Jenkins,13,165,13165,73.613694,63.294749,84.807839
2009,Georgia,Jenkins,13,165,13165,70.428844,60.409572,81.319127
2010,Georgia,Jenkins,13,165,13165,64.682396,55.204362,75.022759
2011,Georgia,Jenkins,13,165,13165,60.4685,51.255628,70.567565
2012,Georgia,Jenkins,13,165,13165,57.243915,48.137081,67.27624
2013,Georgia,Jenkins,13,165,13165,52.866195,44.012796,62.687804
2014,Georgia,Jenkins,13,165,13165,49.367506,40.597785,59.190857
2015,Georgia,Jenkins,13,165,13165,45.542475,36.8914,55.35624
2003,Georgia,Johnson,13,167,13167,73.120405,60.350269,87.320252
2004,Georgia,Johnson,13,167,13167,71.795146,59.99171,84.783925
2005,Georgia,Johnson,13,167,13167,68.746451,57.866764,80.664125
2006,Georgia,Johnson,13,167,13167,69.82541,59.061558,81.583553
2007,Georgia,Johnson,13,167,13167,69.849859,59.19953,81.477257
2008,Georgia,Johnson,13,167,13167,67.020146,56.768911,78.223953
2009,Georgia,Johnson,13,167,13167,62.460364,52.753019,73.097202
2010,Georgia,Johnson,13,167,13167,55.666154,46.781407,65.439705
2011,Georgia,Johnson,13,167,13167,50.606759,42.271837,59.812748
2012,Georgia,Johnson,13,167,13167,46.728499,38.744576,55.588317
2013,Georgia,Johnson,13,167,13167,41.567249,34.125012,49.887615
2014,Georgia,Johnson,13,167,13167,37.634516,30.526115,45.661058
2015,Georgia,Johnson,13,167,13167,34.184451,27.328386,42.029484
2003,Georgia,Jones,13,169,13169,26.077721,21.706886,30.955919
2004,Georgia,Jones,13,169,13169,25.865373,21.861016,30.27911
2005,Georgia,Jones,13,169,13169,25.602915,21.873178,29.684799
2006,Georgia,Jones,13,169,13169,26.806467,23.07433,30.873449
2007,Georgia,Jones,13,169,13169,27.952294,24.165508,32.070395
2008,Georgia,Jones,13,169,13169,28.070278,24.308728,32.158191
2009,Georgia,Jones,13,169,13169,27.677229,23.948031,31.733638
2010,Georgia,Jones,13,169,13169,25.4148,21.916401,29.229632
2011,Georgia,Jones,13,169,13169,23.690166,20.326845,27.369295
2012,Georgia,Jones,13,169,13169,22.545836,19.219041,26.198243
2013,Georgia,Jones,13,169,13169,20.510514,17.328245,24.023014
2014,Georgia,Jones,13,169,13169,18.95629,15.827988,22.43827
2015,Georgia,Jones,13,169,13169,17.401631,14.304773,20.894051
2003,Georgia,Lamar,13,171,13171,38.496495,32.43371,45.206954
2004,Georgia,Lamar,13,171,13171,38.085743,32.6042,44.080326
2005,Georgia,Lamar,13,171,13171,37.238942,32.238713,42.667616
2006,Georgia,Lamar,13,171,13171,38.310811,33.413818,43.604805
2007,Georgia,Lamar,13,171,13171,39.029202,34.189734,44.249116
2008,Georgia,Lamar,13,171,13171,38.550181,33.826824,43.641495
2009,Georgia,Lamar,13,171,13171,36.879834,32.322336,41.798274
2010,Georgia,Lamar,13,171,13171,32.837192,28.667881,37.348707
2011,Georgia,Lamar,13,171,13171,30.070077,26.106477,34.373898
2012,Georgia,Lamar,13,171,13171,28.217896,24.316904,32.472715
2013,Georgia,Lamar,13,171,13171,24.886192,21.238145,28.8894
2014,Georgia,Lamar,13,171,13171,22.584921,19.038516,26.509222
2015,Georgia,Lamar,13,171,13171,20.653364,17.123575,24.611741
2003,Georgia,Lanier,13,173,13173,61.778754,50.584423,74.318194
2004,Georgia,Lanier,13,173,13173,60.907025,50.523062,72.411223
2005,Georgia,Lanier,13,173,13173,59.383232,49.724207,70.011742
2006,Georgia,Lanier,13,173,13173,61.23082,51.62823,71.747489
2007,Georgia,Lanier,13,173,13173,62.714435,53.097072,73.221677
2008,Georgia,Lanier,13,173,13173,61.111865,51.799933,71.282438
2009,Georgia,Lanier,13,173,13173,58.158112,49.226958,67.925686
2010,Georgia,Lanier,13,173,13173,53.808446,45.363546,63.073517
2011,Georgia,Lanier,13,173,13173,50.539648,42.351708,59.56191
2012,Georgia,Lanier,13,173,13173,48.787799,40.555915,57.912107
2013,Georgia,Lanier,13,173,13173,45.355351,37.317667,54.336874
2014,Georgia,Lanier,13,173,13173,42.611516,34.661594,51.57642
2015,Georgia,Lanier,13,173,13173,39.519672,31.694395,48.456363
2003,Georgia,Laurens,13,175,13175,62.833438,55.861021,70.273536
2004,Georgia,Laurens,13,175,13175,62.15224,56.043668,68.617746
2005,Georgia,Laurens,13,175,13175,61.52563,55.823222,67.552826
2006,Georgia,Laurens,13,175,13175,64.950333,59.127149,71.098051
2007,Georgia,Laurens,13,175,13175,66.895176,60.996566,73.117184
2008,Georgia,Laurens,13,175,13175,64.15962,58.472539,70.161444
2009,Georgia,Laurens,13,175,13175,61.545058,56.028187,67.371799
2010,Georgia,Laurens,13,175,13175,58.794866,53.411076,64.490778
2011,Georgia,Laurens,13,175,13175,54.869176,49.666423,60.386573
2012,Georgia,Laurens,13,175,13175,51.715978,46.599747,57.153103
2013,Georgia,Laurens,13,175,13175,47.131911,42.182972,52.40675
2014,Georgia,Laurens,13,175,13175,43.437575,38.487079,48.738764
2015,Georgia,Laurens,13,175,13175,40.027585,34.863977,45.624638
2003,Georgia,Lee,13,177,13177,34.144243,28.956058,39.861833
2004,Georgia,Lee,13,177,13177,34.477489,29.696381,39.686021
2005,Georgia,Lee,13,177,13177,34.656784,30.145799,39.542702
2006,Georgia,Lee,13,177,13177,36.333661,31.816518,41.207904
2007,Georgia,Lee,13,177,13177,37.650358,33.093458,42.558944
2008,Georgia,Lee,13,177,13177,37.294364,32.813124,42.121091
2009,Georgia,Lee,13,177,13177,35.183327,30.900445,39.803446
2010,Georgia,Lee,13,177,13177,31.471336,27.52796,35.73707
2011,Georgia,Lee,13,177,13177,28.898988,25.145001,32.971723
2012,Georgia,Lee,13,177,13177,27.215278,23.522745,31.236129
2013,Georgia,Lee,13,177,13177,24.552823,21.029149,28.411158
2014,Georgia,Lee,13,177,13177,22.422528,18.972725,26.231397
2015,Georgia,Lee,13,177,13177,20.483397,17.049378,24.32456
2003,Georgia,Liberty,13,179,13179,69.295218,62.511271,76.468856
2004,Georgia,Liberty,13,179,13179,68.621469,62.742151,74.796739
2005,Georgia,Liberty,13,179,13179,65.856376,60.481187,71.497379
2006,Georgia,Liberty,13,179,13179,68.80546,63.313662,74.564804
2007,Georgia,Liberty,13,179,13179,73.668704,67.931661,79.676952
2008,Georgia,Liberty,13,179,13179,71.600343,65.989939,77.478486
2009,Georgia,Liberty,13,179,13179,67.764713,62.373123,73.418021
2010,Georgia,Liberty,13,179,13179,63.417343,58.221783,68.875862
2011,Georgia,Liberty,13,179,13179,60.891408,55.720153,66.336695
2012,Georgia,Liberty,13,179,13179,59.861638,54.572977,65.441825
2013,Georgia,Liberty,13,179,13179,56.133904,50.861202,61.715195
2014,Georgia,Liberty,13,179,13179,53.513482,48.059126,59.307107
2015,Georgia,Liberty,13,179,13179,51.356425,45.360484,57.796113
2003,Georgia,Lincoln,13,181,13181,44.814344,35.886335,54.937366
2004,Georgia,Lincoln,13,181,13181,44.092075,35.74393,53.447961
2005,Georgia,Lincoln,13,181,13181,43.069791,35.222618,51.802228
2006,Georgia,Lincoln,13,181,13181,44.8848,36.933853,53.688353
2007,Georgia,Lincoln,13,181,13181,46.094178,38.042901,54.988972
2008,Georgia,Lincoln,13,181,13181,44.885207,37.026498,53.57518
2009,Georgia,Lincoln,13,181,13181,42.910351,35.274927,51.380556
2010,Georgia,Lincoln,13,181,13181,39.490657,32.277337,47.531789
2011,Georgia,Lincoln,13,181,13181,36.861922,29.905676,44.665223
2012,Georgia,Lincoln,13,181,13181,35.471761,28.533153,43.309726
2013,Georgia,Lincoln,13,181,13181,32.500213,25.877024,40.048089
2014,Georgia,Lincoln,13,181,13181,30.305162,23.859005,37.725536
2015,Georgia,Lincoln,13,181,13181,28.178496,21.906289,35.485869
2003,Georgia,Long,13,183,13183,42.827395,35.213184,51.368787
2004,Georgia,Long,13,183,13183,42.749226,35.639045,50.631566
2005,Georgia,Long,13,183,13183,41.677401,35.087372,48.933296
2006,Georgia,Long,13,183,13183,42.581865,36.099153,49.689997
2007,Georgia,Long,13,183,13183,43.289958,36.858023,50.328781
2008,Georgia,Long,13,183,13183,42.658162,36.404528,49.495935
2009,Georgia,Long,13,183,13183,40.718331,34.768437,47.222428
2010,Georgia,Long,13,183,13183,37.291005,31.785105,43.317542
2011,Georgia,Long,13,183,13183,34.657439,29.430758,40.391011
2012,Georgia,Long,13,183,13183,32.32453,27.295249,37.85872
2013,Georgia,Long,13,183,13183,29.144233,24.405296,34.387938
2014,Georgia,Long,13,183,13183,26.686467,22.094079,31.813394
2015,Georgia,Long,13,183,13183,24.616211,20.0791,29.750044
2003,Georgia,Lowndes,13,185,13185,54.990721,50.224963,59.996808
2004,Georgia,Lowndes,13,185,13185,53.125501,49.099464,57.333727
2005,Georgia,Lowndes,13,185,13185,51.002742,47.273021,54.899346
2006,Georgia,Lowndes,13,185,13185,53.045821,49.249887,57.00821
2007,Georgia,Lowndes,13,185,13185,55.051949,51.172598,59.09877
